subj_orgid,session_id,block_num,probe_number,bv_std_10s,apen_10s,n_taps_10s,subject_id,fixation_count_10s,fixation_dur_mean_10s,fixation_dur_std_10s,fixation_dur_sum_10s,fixation_x_mean_10s,fixation_x_std_10s,fixation_y_mean_10s,fixation_y_std_10s,saccade_count_10s,saccade_dur_mean_10s,saccade_dur_std_10s,saccade_distance_norm_mean_10s,saccade_velocity_norm_mean_10s,blink_count_10s,blink_dur_mean_10s,blink_dur_sum_10s,pupil_std_10s,pupil_mean_10s,on_off
CLONESA_G1_sub_38,ses_1,1.0,11,0.0567600712957123,0.8816443611092373,82,sub_18_ses_1_2_cleaned_data_raw.fif,14,0.55657958984375,0.4563313661111843,7.7921142578125,0.5015775132644906,0.0113725666122721,0.5212451865220782,0.006139544053602,12,0.2003377278645833,0.317904585606463,0.007520601869368,0.230459987642706,6,0.287841796875,1.72705078125,178.55356234632768,-0.8306686466354216,ON
CLONESA_G1_sub_38,ses_1,1.0,12,0.0580909621587045,0.8980553822067332,94,sub_18_ses_1_2_cleaned_data_raw.fif,1,9.79400634765625,,9.79400634765625,0.4997027285387416,,0.5126611765811591,,1,0.13800048828125,,0.0018890613941395,0.0136888022474933,0,,0.0,114.52595551391376,-0.9501553328608208,ON
CLONESA_G1_sub_38,ses_1,1.0,13,0.0471378894362207,1.0897700119344402,80,sub_18_ses_1_2_cleaned_data_raw.fif,5,1.8343994140625,1.0298120011312062,9.1719970703125,0.5109353171383852,0.0106945003373591,0.5291898242349077,0.0044364177490829,4,0.2362518310546875,0.0932370081548311,0.013618333130636,0.0517214256129864,4,0.1157379150390625,0.46295166015625,161.84040953080552,-0.4819813085096512,ON
CLONESA_G1_sub_38,ses_1,1.0,14,0.0635165437492715,0.8612747247583088,65,sub_18_ses_1_2_cleaned_data_raw.fif,7,1.3704310825892858,0.798707680477654,9.593017578125,0.5053222634507932,0.0053872260719177,0.519834548780013,0.006361565290099,5,0.15123291015625,0.078595821740088,0.0053916352024048,0.1798109445243499,4,0.095245361328125,0.3809814453125,90.48120019478075,-0.3183378681726859,ON
CLONESA_G1_sub_38,ses_1,2.0,1,0.04853231073433,0.9118994191721383,102,sub_18_ses_1_4_cleaned_data_raw.fif,1,3.763999938964844,,3.763999938964844,0.4965204056002676,,0.5090898424743803,,1,0.220001220703125,,0.018654538857766,0.0847928879582852,1,0.095001220703125,0.095001220703125,58.70203097183328,-1.029181131111319,ON
CLONESA_G1_sub_38,ses_1,2.0,2,0.0495643946982002,0.8884763425941848,106,sub_18_ses_1_4_cleaned_data_raw.fif,2,3.134994506835937,3.6529031009667223,6.269989013671875,0.5011884441006482,0.002083863837519,0.5077953246786198,0.0109598929614561,2,0.3000030517578125,0.410112438246165,0.0145754375135792,0.4892251836418577,1,0.44500732421875,0.44500732421875,73.64365456029306,-1.1005456212869702,ON
CLONESA_G1_sub_38,ses_1,2.0,3,0.0395545997230925,0.874942954256499,95,sub_18_ses_1_4_cleaned_data_raw.fif,11,0.7782731489701704,0.6581871932622515,8.561004638671875,0.4938413602982252,0.009895022982847,0.513404089051964,0.0104159205816724,3,0.2076670328776041,0.204956313885299,0.0055566606821621,0.289288942161128,3,0.1750030517578125,0.5250091552734375,280.3081766246026,-0.8159610344963474,ON
CLONESA_G1_sub_38,ses_1,2.0,4,0.0403754601755743,0.9782685864900098,80,sub_18_ses_1_4_cleaned_data_raw.fif,8,0.4698677062988281,0.6001860619734936,3.758941650390625,0.500024312432809,0.0162175284593748,0.5680791712100086,0.0705942594154874,6,0.59466552734375,1.180286378614353,0.02790352686311,0.479524307832455,1,0.149993896484375,0.149993896484375,222.40420633507085,-1.6230922596909834,ON
CLONESA_G1_sub_38,ses_1,2.0,5,0.0557848918291959,0.7984561815104319,94,sub_18_ses_1_4_cleaned_data_raw.fif,6,1.1850077311197915,2.469153166295868,7.11004638671875,0.4952981495925619,0.0263040152380463,0.5288034934105833,0.0950152247549622,6,0.5499928792317709,0.8123261734401004,0.03934706352784,0.1413567183781863,2,0.368011474609375,0.73602294921875,175.30400079500532,-1.5189222182126685,ON
CLONESA_G1_sub_38,ses_1,2.0,6,0.0490107915149296,0.749597297842203,74,sub_18_ses_1_4_cleaned_data_raw.fif,9,0.9699978298611112,1.219098933949601,8.72998046875,0.4834101187864232,0.0084923587347885,0.5042909191080382,0.0074672984882924,5,0.21300048828125,0.2740394927451388,0.0124216507433042,0.3984593363802535,2,0.3514862060546875,0.702972412109375,166.46463013496367,-1.0969747915558004,ON
CLONESA_G1_sub_38,ses_1,2.0,7,0.0445368264458703,0.9964931195202152,96,sub_18_ses_1_4_cleaned_data_raw.fif,12,0.4845835367838542,0.7244895367460051,5.81500244140625,0.4950392054619172,0.021107168417968,0.4821492730455321,0.0202036423947776,6,0.2678273518880208,0.2303741183344495,0.0180554406494974,0.4072289137422555,4,0.3014984130859375,1.20599365234375,253.24873963144063,-1.4194160160020284,ON
CLONESA_G1_sub_38,ses_1,2.0,8,0.0551299558189017,0.9714951165606548,103,sub_18_ses_1_4_cleaned_data_raw.fif,6,1.1400044759114585,1.1303705667229471,6.84002685546875,0.5088623097243593,0.0092497890069782,0.4953929623085781,0.0293915194593992,4,0.147247314453125,0.1350734760417678,0.0064420896244506,0.2999332242417794,3,0.1483357747395833,0.44500732421875,339.43346744943443,-1.2048004939552324,ON
CLONESA_G1_sub_38,ses_1,2.0,9,0.0605840989862868,0.8936986341548683,87,sub_18_ses_1_4_cleaned_data_raw.fif,17,0.5149392520680147,0.968802566632959,8.75396728515625,0.4938057849658073,0.0092024900587102,0.5102423316979927,0.0105819113208779,13,0.1174645057091346,0.1480728082568645,0.0094855135875327,0.3692149352940088,4,0.1977386474609375,0.79095458984375,123.5436680093536,-0.5709368980293316,ON
CLONESA_G1_sub_38,ses_1,2.0,10,0.0611000857777172,0.9773585355971286,90,sub_18_ses_1_4_cleaned_data_raw.fif,20,0.4301055908203125,0.5488723645865005,8.60211181640625,0.4713951182132644,0.0200722974013809,0.5070449907279074,0.0105381679830365,14,0.0968715122767857,0.0797643898178126,0.0056896368474186,0.1977854082027242,4,0.0977630615234375,0.39105224609375,146.508637692593,-0.8631803900260601,ON
CLONESA_G1_sub_38,ses_1,2.0,11,0.0528847995726706,0.9660506198265776,107,sub_18_ses_1_4_cleaned_data_raw.fif,4,1.7610015869140625,1.8844799012121,7.04400634765625,0.4992264291229913,0.0064239676561389,0.4984845591100315,0.0096344685647471,4,0.2805023193359375,0.1332588677192419,0.0068012999807055,0.0236934807655295,4,0.181243896484375,0.7249755859375,90.73345347493353,-1.001423053576136,ON
CLONESA_G1_sub_38,ses_1,2.0,12,0.0433392731469088,0.9763852802694886,99,sub_18_ses_1_4_cleaned_data_raw.fif,6,1.07666015625,0.5430280310015169,6.4599609375,0.4971219439048166,0.003897801287858,0.5043272670921719,0.0126579568942558,6,0.2323404947916666,0.1584112454593283,0.0045814277575237,0.0972726236582574,5,0.175,0.875,91.92271166559448,-1.0283235021731796,ON
CLONESA_G1_sub_38,ses_1,2.0,13,0.0589591061622614,0.9373906734565614,96,sub_18_ses_1_4_cleaned_data_raw.fif,6,1.3479817708333333,1.158946683883863,8.087890625,0.5075098559947687,0.0089945423607095,0.5007890523728841,0.0072706342560109,7,0.2468523297991071,0.0783521834485805,0.0061037036246982,0.0247139824222118,6,0.136505126953125,0.81903076171875,94.33654353458294,-0.8579297469825958,ON
CLONESA_G1_sub_38,ses_1,2.0,14,0.0652660544092743,0.9778175619678282,78,sub_18_ses_1_4_cleaned_data_raw.fif,21,0.2868681408110119,0.2306946540174085,6.02423095703125,0.4686527760267938,0.0154138662422795,0.5156407658947539,0.0110702617627751,14,0.1729300362723214,0.1854417501998775,0.0056940268851724,0.1258260147002384,5,0.2699951171875,1.3499755859375,261.1780570407082,-1.1250865396443734,ON
CLONESA_G1_sub_38,ses_1,2.0,15,0.075019364329793,0.7181358386609049,52,sub_18_ses_1_4_cleaned_data_raw.fif,3,3.039306640625,2.457862243464231,9.117919921875,0.4961677508381401,0.0030093033212135,0.5079802659634849,0.0042943264706411,3,0.364013671875,0.2217715908901833,0.00913570983317,0.0263308685612188,3,0.2603352864583333,0.781005859375,97.52176362838784,-1.1384310930587158,ON
CLONESA_G1_sub_38,ses_1,2.0,16,0.052210647347432,0.7605624223627472,49,sub_18_ses_1_4_cleaned_data_raw.fif,23,0.3499278192934782,0.5319119625106133,8.04833984375,0.516212398706553,0.0186131776758826,0.5037390568987019,0.0094183571049819,17,0.1297751034007352,0.1017849840356864,0.0071405741395837,0.2314858548662707,4,0.14801025390625,0.592041015625,162.61499574858874,-0.6217267671021496,ON
CLONESA_G1_sub_38,ses_1,2.0,17,0.0421889553321028,0.7201658674581766,49,sub_18_ses_1_4_cleaned_data_raw.fif,13,0.5954495943509616,0.3625805515287376,7.7408447265625,0.4914481016073118,0.0069730678042226,0.5242320043858005,0.0086268053706647,10,0.15679931640625,0.1097613165248536,0.0041201282119778,0.1167781101172296,8,0.1201171875,0.9609375,115.50916341186368,-0.6596414226895744,ON
CLONESA_G1_sub_38,ses_1,2.0,18,0.0649720439580558,0.610714527226929,48,sub_18_ses_1_4_cleaned_data_raw.fif,15,0.3320719401041667,0.3218421917551061,4.9810791015625,0.4817942493812434,0.0126680496153817,0.5295092222034763,0.0073132650025964,11,0.2708851207386363,0.4325247722438097,0.0102775641564271,0.2100833656804802,6,0.35186767578125,2.1112060546875,225.82620767130547,-0.6783933197926411,ON
CLONESA_G1_sub_38,ses_1,2.0,19,0.0538140178102951,0.7271324983518617,47,sub_18_ses_1_4_cleaned_data_raw.fif,7,1.2415597098214286,0.8188293777350792,8.69091796875,0.4895888756099954,0.0033037451206028,0.5288777032506778,0.0032436380248245,7,0.2308175223214285,0.114666491631388,0.0043713596577531,0.0202225124631491,7,0.1582903180803571,1.1080322265625,119.27547740584112,-0.81351726945366,ON
CLONESA_G1_sub_38,ses_1,2.0,20,0.0649632846848799,0.5785052421381143,26,sub_18_ses_1_4_cleaned_data_raw.fif,7,1.0804268973214286,1.4925493521090898,7.56298828125,0.4818632647209012,0.0038610292976734,0.5207116715330133,0.0098979337969512,5,0.4095703125,0.4300255347449326,0.0099727581666034,0.2535182736512645,4,0.44049072265625,1.761962890625,51.18396295463041,-1.3025445194287704,ON
