subj_orgID,session_id,block_num,probe_number,ApEn_win0,BV_std_win0,ApEn_win1,BV_std_win1,ApEn_win2,BV_std_win2,ApEn_win3,BV_std_win3,ApEn_win4,BV_std_win4,ApEn_win5,BV_std_win5,ApEn_win6,BV_std_win6,ApEn_win7,BV_std_win7,ApEn_win8,BV_std_win8
CLONESA_G1_sub_21,ses_1,1.0,1,0.5016434909001612,0.07650201611088123,0.543550475076239,0.08178103700631423,0.39435604954381986,0.0633479971671527,0.5655393646262232,0.08357822158644249,0.4624750735358525,0.08383519385706621,0.43860258212145453,0.09369409106416117,0.5326818731652865,0.09147329085946314,0.3958492806938114,0.04940470626452648,0.33118527699012645,0.0373776463317881
CLONESA_G1_sub_21,ses_1,1.0,2,0.20010409927658657,0.0437570388553678,0.2169302472274981,0.03465575931079235,0.028513153103694844,0.03819781516378111,0.10956194715088641,0.05157383550318195,0.15674334039929194,0.05956327419590128,0.4186361923680444,0.0910100183134003,0.3693326770258152,0.09333036181522343,0.4657959020274698,0.05705943723092069,0.2817377470655371,0.043392459874150704
CLONESA_G1_sub_21,ses_1,1.0,3,0.37989971789598487,0.057929905271523016,0.30803154083329076,0.05152487081167966,0.24259069018625778,0.05753967391326406,0.4520045134637942,0.055343965007684494,0.5926739530966572,0.057250965468763536,0.547415511693885,0.04831678907874108,0.40149338170365567,0.03540605396029307,0.4127411194005748,0.040585302007961406,0.4890530948367915,0.03658272887676125
CLONESA_G1_sub_21,ses_1,1.0,4,0.25250248660483354,0.06540803409210293,0.5228392279099641,0.05324077771290921,0.16199641426226474,0.03803692637330854,0.3379733275946064,0.03689420504509013,0.25568054361280934,0.04996944965915221,0.542479134778378,0.05260710765142302,0.5650172015194956,0.07086349875348386,0.41575946250953155,0.06988010936666827,0.46126678692299405,0.038402523293783984
CLONESA_G1_sub_21,ses_1,1.0,5,0.44538663981155757,0.06486844752302114,0.2778440558615931,0.047504869115459855,0.33018653895695715,0.03635223496161688,0.14968020035645369,0.04448969161665933,0.21533810324493619,0.04773840593308739,0.12434684556849884,0.05129096204083918,0.3014274115625488,0.049571841325364976,0.1645967027811568,0.05092740220071092,0.14403768319701937,0.05219926631212782
CLONESA_G1_sub_21,ses_1,1.0,6,0.40676188270139013,0.07882254871718507,0.40818425331179387,0.06946796642857801,0.49314709644372146,0.10302812240469558,0.4726369931130794,0.11955468942331639,0.44665784205442405,0.09201018282434552,0.4417722934019861,0.06034082670094419,0.26559540403230386,0.07402270047838988,0.3975999576925866,0.07796844117226412,0.30264009971963723,0.06548515123689377
CLONESA_G1_sub_21,ses_1,1.0,7,0.5478169096274006,0.05347109245515907,0.40759528188544847,0.05998008481033366,0.3569926944580524,0.07522926606106219,0.3537853089807417,0.05499632215387949,0.30687362340898106,0.07316173225191945,0.34925493525159235,0.09199412493340385,0.6246779321615512,0.060023122674783304,0.28520549559011776,0.0630822734478576,0.17079720418906263,0.06982942830005638
CLONESA_G1_sub_21,ses_1,1.0,8,0.13353545318853488,0.045251914800531375,0.30143013911367245,0.06859486238794155,0.3587099584551865,0.08804633699683259,0.19478938378409483,0.0710697680688795,0.4279884584706486,0.06573937465936885,0.27048261613306934,0.05970371730403964,0.018010923095210796,0.053190105556337,0.37762511966477685,0.04843265645139454,0.4213870567510307,0.05776340902289315
CLONESA_G1_sub_21,ses_1,1.0,9,0.46867763142096797,0.05390406370782165,0.5070442493599456,0.04738345333974305,0.5163746460045116,0.05471830518507112,0.37631114832008494,0.05468628245275159,0.3603288109616529,0.07073008117400068,0.21565323690755678,0.07549317789442157,0.22231845405302675,0.061774026343735675,0.39420028225063897,0.05183084119546955,0.5247452534628918,0.03931092491205086
CLONESA_G1_sub_21,ses_1,1.0,10,0.5295110855798746,0.08057068160215677,0.12393407943483448,0.09302743951871725,0.39560524919301354,0.05931623107150347,0.3223644299484718,0.09945122874603289,0.2928627560678003,0.10437453146877818,0.6533567875180366,0.05561659433765677,0.46126678692299317,0.059377449183744185,0.20166459901740863,0.0547894686718816,0.30896185162302015,0.058137348993097776
